ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00351,IT0001084,26-NOV-2014 12.00.00.000000000 AM,290261,6,26-NOV-2014 12.00.00.000000000 AM,21306268,6
ES1,C00244,IT0001389,27-NOV-2014 12.00.00.000000000 AM,290262,15,05-DEC-2014 12.00.00.000000000 AM,21306479,15
ES1,C00244,IT0001481,27-NOV-2014 12.00.00.000000000 AM,290262,3,05-DEC-2014 12.00.00.000000000 AM,21306479,3
ES1,C00252,IT0001299,28-NOV-2014 12.00.00.000000000 AM,290265,16000,16-DEC-2014 12.00.00.000000000 AM,21306732,9750
ES1,C00252,IT0001299,28-NOV-2014 12.00.00.000000000 AM,290265,16000,18-DEC-2014 12.00.00.000000000 AM,21306791,6250
ES1,C00256,IT0001197,16-NOV-2014 12.00.00.000000000 AM,290245,300,02-DEC-2014 12.00.00.000000000 AM,21306369,300
ES1,C00256,IT0001415,16-NOV-2014 12.00.00.000000000 AM,290245,40,02-DEC-2014 12.00.00.000000000 AM,21306369,40
ES1,C00256,IT0001494,16-NOV-2014 12.00.00.000000000 AM,290245,58,02-DEC-2014 12.00.00.000000000 AM,21306369,58
ES1,C00256,IT0001170,16-NOV-2014 12.00.00.000000000 AM,290245,50,02-DEC-2014 12.00.00.000000000 AM,21306369,50
ES1,C00256,IT0001159,16-NOV-2014 12.00.00.000000000 AM,290245,100,02-DEC-2014 12.00.00.000000000 AM,21306369,100
ES1,C00195,IT0001018,17-NOV-2014 12.00.00.000000000 AM,290246,2500,26-NOV-2014 12.00.00.000000000 AM,21306264,2000
ES1,C00195,IT0001018,17-NOV-2014 12.00.00.000000000 AM,290246,2500,07-DEC-2014 12.00.00.000000000 AM,21306484,500
ES1,C00195,IT0001159,17-NOV-2014 12.00.00.000000000 AM,290246,125,26-NOV-2014 12.00.00.000000000 AM,21306264,64
ES1,C00195,IT0001159,17-NOV-2014 12.00.00.000000000 AM,290246,125,07-DEC-2014 12.00.00.000000000 AM,21306484,61
ES1,C00241,IT0001024,18-NOV-2014 12.00.00.000000000 AM,290247,172,15-DEC-2014 12.00.00.000000000 AM,21306684,172
ES1,C00241,IT0001159,18-NOV-2014 12.00.00.000000000 AM,290247,500,15-DEC-2014 12.00.00.000000000 AM,21306684,500
ES1,C00241,IT0001406,18-NOV-2014 12.00.00.000000000 AM,290247,3,15-DEC-2014 12.00.00.000000000 AM,21306684,3
ES1,C00285,IT0001030,18-NOV-2014 12.00.00.000000000 AM,290248,300,07-DEC-2014 12.00.00.000000000 AM,21306481,180
ES1,C00285,IT0001030,18-NOV-2014 12.00.00.000000000 AM,290248,300,10-DEC-2014 12.00.00.000000000 AM,21306575,120
ES1,C00285,IT0001016,18-NOV-2014 12.00.00.000000000 AM,290248,2000,07-DEC-2014 12.00.00.000000000 AM,21306480,2000
ES1,C00285,IT0001024,18-NOV-2014 12.00.00.000000000 AM,290248,1500,07-DEC-2014 12.00.00.000000000 AM,21306481,60
ES1,C00285,IT0001024,18-NOV-2014 12.00.00.000000000 AM,290248,1500,10-DEC-2014 12.00.00.000000000 AM,21306575,1440
ES1,C00156,IT0001084,19-NOV-2014 12.00.00.000000000 AM,290249,750,21-NOV-2014 12.00.00.000000000 AM,21306138,750
ES1,C00252,IT0001106,20-NOV-2014 12.00.00.000000000 AM,290250,100,04-DEC-2014 12.00.00.000000000 AM,21306431,100
ES1,C00252,IT0001111,20-NOV-2014 12.00.00.000000000 AM,290250,100,11-DEC-2014 12.00.00.000000000 AM,21306610,100
ES1,C00252,IT0001116,20-NOV-2014 12.00.00.000000000 AM,290250,100,04-DEC-2014 12.00.00.000000000 AM,21306431,72
ES1,C00252,IT0001096,20-NOV-2014 12.00.00.000000000 AM,290250,500,26-NOV-2014 12.00.00.000000000 AM,21306267,320
ES1,C00252,IT0001096,20-NOV-2014 12.00.00.000000000 AM,290250,500,04-DEC-2014 12.00.00.000000000 AM,21306431,180
ES1,C00252,IT0001084,20-NOV-2014 12.00.00.000000000 AM,290250,500,04-DEC-2014 12.00.00.000000000 AM,21306431,500
ES1,C00297,IT0001159,20-NOV-2014 12.00.00.000000000 AM,290251,100,08-DEC-2014 12.00.00.000000000 AM,21306524,100
ES1,C00237,IT0001084,24-NOV-2014 12.00.00.000000000 AM,290252,2814,02-DEC-2014 12.00.00.000000000 AM,21306373,500
ES1,C00237,IT0001084,24-NOV-2014 12.00.00.000000000 AM,290252,2814,05-DEC-2014 12.00.00.000000000 AM,21306453,1000
ES1,C00206,IT0001030,07-NOV-2014 12.00.00.000000000 AM,290232,180,02-DEC-2014 12.00.00.000000000 AM,21306372,180
ES1,C00206,IT0001159,07-NOV-2014 12.00.00.000000000 AM,290232,40,02-DEC-2014 12.00.00.000000000 AM,21306372,40
ES1,C00198,IT0001389,10-NOV-2014 12.00.00.000000000 AM,290235,200,17-NOV-2014 12.00.00.000000000 AM,21306026,200
ES1,C00142,IT0001030,10-NOV-2014 12.00.00.000000000 AM,290236,90,14-NOV-2014 12.00.00.000000000 AM,21305966,90
ES1,C00116,IT0001085,11-NOV-2014 12.00.00.000000000 AM,290238,3000,16-NOV-2014 12.00.00.000000000 AM,21305990,1500
ES1,C00116,IT0001085,11-NOV-2014 12.00.00.000000000 AM,290238,3000,25-NOV-2014 12.00.00.000000000 AM,21306223,1500
ES1,C00116,IT0001099,11-NOV-2014 12.00.00.000000000 AM,290238,2100,27-NOV-2014 12.00.00.000000000 AM,21306332,1600
ES1,C00116,IT0001099,11-NOV-2014 12.00.00.000000000 AM,290238,2100,25-NOV-2014 12.00.00.000000000 AM,21306223,500
ES1,C00116,IT0001107,11-NOV-2014 12.00.00.000000000 AM,290238,150,25-NOV-2014 12.00.00.000000000 AM,21306223,150
ES1,C00116,IT0001159,11-NOV-2014 12.00.00.000000000 AM,290238,150,16-NOV-2014 12.00.00.000000000 AM,21305990,150
ES1,C00116,IT0001170,11-NOV-2014 12.00.00.000000000 AM,290238,100,16-NOV-2014 12.00.00.000000000 AM,21305990,100
ES1,C00252,IT0001084,11-NOV-2014 12.00.00.000000000 AM,290239,500,13-NOV-2014 12.00.00.000000000 AM,21305954,500
ES1,C00252,IT0001096,11-NOV-2014 12.00.00.000000000 AM,290239,1000,19-NOV-2014 12.00.00.000000000 AM,21306079,416
ES1,C00252,IT0001096,11-NOV-2014 12.00.00.000000000 AM,290239,1000,13-NOV-2014 12.00.00.000000000 AM,21305954,264
ES1,C00252,IT0001096,11-NOV-2014 12.00.00.000000000 AM,290239,1000,17-NOV-2014 12.00.00.000000000 AM,21306031,320
ES1,C00252,IT0001016,11-NOV-2014 12.00.00.000000000 AM,290239,500,13-NOV-2014 12.00.00.000000000 AM,21305954,250
ES1,C00252,IT0001016,11-NOV-2014 12.00.00.000000000 AM,290239,500,17-NOV-2014 12.00.00.000000000 AM,21306031,250
ES1,C00252,IT0001024,11-NOV-2014 12.00.00.000000000 AM,290239,500,17-NOV-2014 12.00.00.000000000 AM,21306031,500
ES1,C00252,IT0001030,11-NOV-2014 12.00.00.000000000 AM,290239,100,17-NOV-2014 12.00.00.000000000 AM,21306031,100
ES1,C00252,IT0001037,11-NOV-2014 12.00.00.000000000 AM,290239,100,17-NOV-2014 12.00.00.000000000 AM,21306031,100
ES1,C00252,IT0001084,14-NOV-2014 12.00.00.000000000 AM,290242,500,19-NOV-2014 12.00.00.000000000 AM,21306081,500
ES1,C00252,IT0001016,14-NOV-2014 12.00.00.000000000 AM,290242,250,24-NOV-2014 12.00.00.000000000 AM,21306200,250
ES1,C00252,IT0001024,14-NOV-2014 12.00.00.000000000 AM,290242,250,19-NOV-2014 12.00.00.000000000 AM,21306081,160
ES1,C00252,IT0001024,14-NOV-2014 12.00.00.000000000 AM,290242,250,04-DEC-2014 12.00.00.000000000 AM,21306430,90
ES1,C00252,IT0001415,14-NOV-2014 12.00.00.000000000 AM,290242,5,17-NOV-2014 12.00.00.000000000 AM,21306032,5
ES1,C00252,IT0001096,14-NOV-2014 12.00.00.000000000 AM,290242,1600,24-NOV-2014 12.00.00.000000000 AM,21306200,960
ES1,C00252,IT0001096,14-NOV-2014 12.00.00.000000000 AM,290242,1600,26-NOV-2014 12.00.00.000000000 AM,21306266,640
ES1,C00210,IT0001076,14-NOV-2014 12.00.00.000000000 AM,290243,1242,23-NOV-2014 12.00.00.000000000 AM,21306167,1242
ES1,C00237,IT0001043,14-NOV-2014 12.00.00.000000000 AM,290244,72,16-NOV-2014 12.00.00.000000000 AM,21306024,72
ES1,C00237,IT0001084,14-NOV-2014 12.00.00.000000000 AM,290244,500,16-NOV-2014 12.00.00.000000000 AM,21306024,500
ES1,C00237,IT0001037,27-OCT-2014 12.00.00.000000000 AM,290223,100,04-NOV-2014 12.00.00.000000000 AM,21305706,100
ES1,C00237,IT0001471,27-OCT-2014 12.00.00.000000000 AM,290223,25,04-NOV-2014 12.00.00.000000000 AM,21305706,25
ES1,C00237,IT0001494,27-OCT-2014 12.00.00.000000000 AM,290223,100,04-NOV-2014 12.00.00.000000000 AM,21305706,100
ES1,C00237,IT0001415,27-OCT-2014 12.00.00.000000000 AM,290223,30,04-NOV-2014 12.00.00.000000000 AM,21305706,30
ES1,C00367,IT0001405,28-OCT-2014 12.00.00.000000000 AM,290224,7,17-DEC-2014 12.00.00.000000000 AM,21306770,7
ES1,C00367,IT0001433,28-OCT-2014 12.00.00.000000000 AM,290224,4,17-DEC-2014 12.00.00.000000000 AM,21306770,4
ES1,C00367,IT0001170,28-OCT-2014 12.00.00.000000000 AM,290224,10,17-DEC-2014 12.00.00.000000000 AM,21306770,10
ES1,C00367,IT0001476,28-OCT-2014 12.00.00.000000000 AM,290224,3,17-DEC-2014 12.00.00.000000000 AM,21306770,3
ES1,C00367,IT0001054,28-OCT-2014 12.00.00.000000000 AM,290224,620,17-DEC-2014 12.00.00.000000000 AM,21306770,620
ES1,C00367,IT0001062,28-OCT-2014 12.00.00.000000000 AM,290224,30,17-DEC-2014 12.00.00.000000000 AM,21306770,30
ES1,C00367,IT0001415,28-OCT-2014 12.00.00.000000000 AM,290224,6,17-DEC-2014 12.00.00.000000000 AM,21306770,6
ES1,C00367,IT0001425,28-OCT-2014 12.00.00.000000000 AM,290224,4,17-DEC-2014 12.00.00.000000000 AM,21306770,4
ES1,C00290,IT0001481,28-OCT-2014 12.00.00.000000000 AM,290225,13,07-NOV-2014 12.00.00.000000000 AM,21305794,13
ES1,C00156,IT0001096,29-OCT-2014 12.00.00.000000000 AM,290226,480,10-NOV-2014 12.00.00.000000000 AM,21305837,160
ES1,C00218,IT0001501,29-OCT-2014 12.00.00.000000000 AM,290227,60,12-NOV-2014 12.00.00.000000000 AM,21305986,60
ES1,C00218,IT0001503,29-OCT-2014 12.00.00.000000000 AM,290227,80,12-NOV-2014 12.00.00.000000000 AM,21305986,80
ES1,C00218,IT0001465,29-OCT-2014 12.00.00.000000000 AM,290228,40,12-NOV-2014 12.00.00.000000000 AM,21305987,40
ES1,C00252,IT0001016,30-OCT-2014 12.00.00.000000000 AM,290229,1000,06-NOV-2014 12.00.00.000000000 AM,21305759,500
ES1,C00252,IT0001016,30-OCT-2014 12.00.00.000000000 AM,290229,1000,10-NOV-2014 12.00.00.000000000 AM,21305847,200
ES1,C00252,IT0001016,30-OCT-2014 12.00.00.000000000 AM,290229,1000,04-NOV-2014 12.00.00.000000000 AM,21305708,300
ES1,C00252,IT0001159,12-OCT-2014 12.00.00.000000000 AM,290205,100,06-NOV-2014 12.00.00.000000000 AM,21305758,32
ES1,C00308,IT0001195,13-OCT-2014 12.00.00.000000000 AM,290208,320,26-NOV-2014 12.00.00.000000000 AM,21306294,160
ES1,C00308,IT0001213,13-OCT-2014 12.00.00.000000000 AM,290208,2000,26-NOV-2014 12.00.00.000000000 AM,21306294,2000
ES1,C00308,IT0001213,13-OCT-2014 12.00.00.000000000 AM,290208,2000,26-NOV-2014 12.00.00.000000000 AM,21306294,250
ES1,C00308,IT0001213,13-OCT-2014 12.00.00.000000000 AM,290208,2000,24-DEC-2014 12.00.00.000000000 AM,21306922,1750
ES1,C00370,IT0001471,23-OCT-2014 12.00.00.000000000 AM,290218,50,09-DEC-2014 12.00.00.000000000 AM,21306531,50
ES1,C00370,IT0001494,23-OCT-2014 12.00.00.000000000 AM,290218,50,09-DEC-2014 12.00.00.000000000 AM,21306531,50
ES1,C00370,IT0001414,23-OCT-2014 12.00.00.000000000 AM,290218,60,09-DEC-2014 12.00.00.000000000 AM,21306531,60
ES1,C00370,IT0001405,23-OCT-2014 12.00.00.000000000 AM,290218,20,09-DEC-2014 12.00.00.000000000 AM,21306531,20
ES1,C00174,IT0001386,26-OCT-2014 12.00.00.000000000 AM,290219,173,09-NOV-2014 12.00.00.000000000 AM,21305808,173
ES1,C00142,IT0001084,30-OCT-2014 12.00.00.000000000 AM,290220,500,03-NOV-2014 12.00.00.000000000 AM,21305702,500
ES1,C00142,IT0001096,30-OCT-2014 12.00.00.000000000 AM,290220,480,03-NOV-2014 12.00.00.000000000 AM,21305702,480
ES1,C00252,IT0001024,26-OCT-2014 12.00.00.000000000 AM,290221,250,04-NOV-2014 12.00.00.000000000 AM,21305707,90
ES1,C00252,IT0001096,26-OCT-2014 12.00.00.000000000 AM,290221,500,04-NOV-2014 12.00.00.000000000 AM,21305707,180
ES1,C00266,IT0001424,27-OCT-2014 12.00.00.000000000 AM,290222,12,05-NOV-2014 12.00.00.000000000 AM,21305729,12
ES1,C00266,IT0001406,27-OCT-2014 12.00.00.000000000 AM,290222,17,05-NOV-2014 12.00.00.000000000 AM,21305729,17
ES1,C00237,IT0001084,27-OCT-2014 12.00.00.000000000 AM,290223,500,04-NOV-2014 12.00.00.000000000 AM,21305706,500
ES1,C00237,IT0001016,27-OCT-2014 12.00.00.000000000 AM,290223,2000,04-NOV-2014 12.00.00.000000000 AM,21305706,500
ES1,C00237,IT0001016,27-OCT-2014 12.00.00.000000000 AM,290223,2000,09-NOV-2014 12.00.00.000000000 AM,21305812,1000
ES1,C00237,IT0001030,27-OCT-2014 12.00.00.000000000 AM,290223,100,04-NOV-2014 12.00.00.000000000 AM,21305706,100
ES1,C00285,IT0001024,01-OCT-2014 12.00.00.000000000 AM,290190,750,06-NOV-2014 12.00.00.000000000 AM,21305786,430
ES1,C00285,IT0001024,01-OCT-2014 12.00.00.000000000 AM,290190,750,06-NOV-2014 12.00.00.000000000 AM,21305787,320
ES1,C00112,IT0001084,14-NOV-2014 12.00.00.000000000 AM,290167,750,18-NOV-2014 12.00.00.000000000 AM,21306054,750
ES1,C00112,IT0001096,14-NOV-2014 12.00.00.000000000 AM,290167,480,18-NOV-2014 12.00.00.000000000 AM,21306054,480
ES1,C00252,IT0001116,11-SEP-2014 12.00.00.000000000 AM,290163,100,06-NOV-2014 12.00.00.000000000 AM,21305757,12
ES1,C00252,IT0001116,11-SEP-2014 12.00.00.000000000 AM,290163,100,19-NOV-2014 12.00.00.000000000 AM,21306077,72
ES1,C00252,IT0001024,11-SEP-2014 12.00.00.000000000 AM,290163,250,06-NOV-2014 12.00.00.000000000 AM,21305757,140
ES1,C00252,IT0001030,11-SEP-2014 12.00.00.000000000 AM,290163,100,06-NOV-2014 12.00.00.000000000 AM,21305757,100
ES1,C00252,IT0001415,11-SEP-2014 12.00.00.000000000 AM,290163,5,10-NOV-2014 12.00.00.000000000 AM,21305845,5
ES1,C00252,IT0001030,18-AUG-2014 12.00.00.000000000 AM,290136,50,06-NOV-2014 12.00.00.000000000 AM,21305755,50
ES1,C00252,IT0001043,18-AUG-2014 12.00.00.000000000 AM,290136,50,10-NOV-2014 12.00.00.000000000 AM,21305841,8
ES1,C00112,IT0001106,20-AUG-2014 12.00.00.000000000 AM,290127,540,18-NOV-2014 12.00.00.000000000 AM,21306052,180
ES1,C00252,IT0001116,29-JUL-2014 12.00.00.000000000 AM,290110,100,06-NOV-2014 12.00.00.000000000 AM,21305753,28
ES1,C00252,IT0001030,29-JUL-2014 12.00.00.000000000 AM,290110,100,06-NOV-2014 12.00.00.000000000 AM,21305753,50
ES1,C00237,IT0001433,27-JUL-2014 12.00.00.000000000 AM,290106,80,09-NOV-2014 12.00.00.000000000 AM,21305810,6
ES1,C00112,IT0001106,05-JUN-2014 12.00.00.000000000 AM,290046,400,18-NOV-2014 12.00.00.000000000 AM,21306051,68
ES1,C00195,IT0001159,14-MAY-2014 12.00.00.000000000 AM,290020,150,07-DEC-2014 12.00.00.000000000 AM,21306483,86
ES1,C00195,IT0001170,14-MAY-2014 12.00.00.000000000 AM,290020,50,07-DEC-2014 12.00.00.000000000 AM,21306483,50
ES1,C00195,IT0001471,14-MAY-2014 12.00.00.000000000 AM,290020,10,07-DEC-2014 12.00.00.000000000 AM,21306483,1
ES1,C00195,IT0001031,14-MAY-2014 12.00.00.000000000 AM,290020,100,07-DEC-2014 12.00.00.000000000 AM,21306483,50
ES3,C00184,IT0001318,14-SEP-2014 12.00.00.000000000 AM,280238,120000,13-NOV-2014 12.00.00.000000000 AM,21305995,24000
ES3,C00184,IT0001293,15-AUG-2014 12.00.00.000000000 AM,280250,36000,04-NOV-2014 12.00.00.000000000 AM,21305709,36000
ES3,C00184,IT0001293,15-AUG-2014 12.00.00.000000000 AM,280250,36000,03-DEC-2014 12.00.00.000000000 AM,21306401,36000
ES3,C00184,IT0001293,15-AUG-2014 12.00.00.000000000 AM,280250,36000,29-DEC-2014 12.00.00.000000000 AM,21307070,36000
ES1,C00246,IT0001299,05-NOV-2014 12.00.00.000000000 AM,280274,350,05-NOV-2014 12.00.00.000000000 AM,21305762,350
ES3,C00143,IT0001307,05-NOV-2014 12.00.00.000000000 AM,280275,4000,06-NOV-2014 12.00.00.000000000 AM,21305761,4000
ES1,C00143,IT0001347,18-NOV-2014 12.00.00.000000000 AM,280279,1,18-NOV-2014 12.00.00.000000000 AM,21306056,1
ES3,C00311,IT0001314,02-DEC-2014 12.00.00.000000000 AM,280280,3000,15-DEC-2014 12.00.00.000000000 AM,21306689,3000
ES1,C00322,IT0001339,12-DEC-2014 12.00.00.000000000 AM,280283,4,15-DEC-2014 12.00.00.000000000 AM,21306691,4
ES1,C00313,IT0001307,14-DEC-2014 12.00.00.000000000 AM,280284,270,15-DEC-2014 12.00.00.000000000 AM,21306739,270
ES3,C00240,IT0001343,19-DEC-2014 12.00.00.000000000 AM,280286,8,25-DEC-2014 12.00.00.000000000 AM,21306992,8
ES1,C00313,IT0001020,28-DEC-2014 12.00.00.000000000 AM,256879,800,28-DEC-2014 12.00.00.000000000 AM,21307060,320
ES3,C00316,IT0001113,29-DEC-2014 12.00.00.000000000 AM,256887,72,30-DEC-2014 12.00.00.000000000 AM,21307112,72
ES3,C00316,IT0001088,29-DEC-2014 12.00.00.000000000 AM,256888,320,30-DEC-2014 12.00.00.000000000 AM,21307113,320
ES3,C00128,IT0001012,29-DEC-2014 12.00.00.000000000 AM,256889,750,29-DEC-2014 12.00.00.000000000 AM,21307100,250
ES3,C00128,IT0001012,29-DEC-2014 12.00.00.000000000 AM,256889,750,29-DEC-2014 12.00.00.000000000 AM,21307100,500
ES3,C00128,IT0001076,29-DEC-2014 12.00.00.000000000 AM,256889,750,29-DEC-2014 12.00.00.000000000 AM,21307100,500
ES3,C00128,IT0001076,29-DEC-2014 12.00.00.000000000 AM,256889,750,29-DEC-2014 12.00.00.000000000 AM,21307100,250
ES3,C00128,IT0001088,29-DEC-2014 12.00.00.000000000 AM,256889,320,29-DEC-2014 12.00.00.000000000 AM,21307100,320
ES1,C00281,IT0001012,29-DEC-2014 12.00.00.000000000 AM,256891,500,29-DEC-2014 12.00.00.000000000 AM,21307105,500
ES1,C00281,IT0001068,29-DEC-2014 12.00.00.000000000 AM,256891,72,29-DEC-2014 12.00.00.000000000 AM,21307105,72
ES1,C00240,IT0001012,30-DEC-2014 12.00.00.000000000 AM,256898,1500,30-DEC-2014 12.00.00.000000000 AM,21307116,250
ES1,C00334,IT0001376,22-DEC-2014 12.00.00.000000000 AM,256850,1,29-DEC-2014 12.00.00.000000000 AM,21307068,1
ES1,C00334,IT0001381,22-DEC-2014 12.00.00.000000000 AM,256850,1,29-DEC-2014 12.00.00.000000000 AM,21307068,1
ES1,C00334,IT0001371,22-DEC-2014 12.00.00.000000000 AM,256850,2,29-DEC-2014 12.00.00.000000000 AM,21307068,2
ES3,C00113,IT0001133,22-DEC-2014 12.00.00.000000000 AM,256853,32,23-DEC-2014 12.00.00.000000000 AM,21306934,32
ES3,C00113,IT0001020,22-DEC-2014 12.00.00.000000000 AM,256853,320,23-DEC-2014 12.00.00.000000000 AM,21306934,320
ES3,C00113,IT0001088,22-DEC-2014 12.00.00.000000000 AM,256853,480,23-DEC-2014 12.00.00.000000000 AM,21306934,320
ES3,C00113,IT0001088,22-DEC-2014 12.00.00.000000000 AM,256853,480,26-DEC-2014 12.00.00.000000000 AM,21307011,160
ES3,C00128,IT0001088,23-DEC-2014 12.00.00.000000000 AM,256857,160,26-DEC-2014 12.00.00.000000000 AM,21307014,160
ES1,C00154,IT0001076,23-DEC-2014 12.00.00.000000000 AM,256858,50,25-DEC-2014 12.00.00.000000000 AM,21306975,50
ES1,C00154,IT0001088,23-DEC-2014 12.00.00.000000000 AM,256858,125,25-DEC-2014 12.00.00.000000000 AM,21306975,125
ES3,C00335,IT0001020,23-DEC-2014 12.00.00.000000000 AM,256859,160,25-DEC-2014 12.00.00.000000000 AM,21306985,160
ES1,C00301,IT0001012,23-DEC-2014 12.00.00.000000000 AM,256860,1000,28-DEC-2014 12.00.00.000000000 AM,21307051,750
ES1,C00143,IT0001451,24-DEC-2014 12.00.00.000000000 AM,256865,16,25-DEC-2014 12.00.00.000000000 AM,21306965,15
ES1,C00118,IT0001266,24-DEC-2014 12.00.00.000000000 AM,256866,6000,26-DEC-2014 12.00.00.000000000 AM,21306991,96
ES1,C00101,IT0001088,24-DEC-2014 12.00.00.000000000 AM,256867,320,28-DEC-2014 12.00.00.000000000 AM,21307038,320
ES3,C00354,IT0001012,24-DEC-2014 12.00.00.000000000 AM,256868,1500,26-DEC-2014 12.00.00.000000000 AM,21307033,750
ES1,C00151,IT0001257,25-DEC-2014 12.00.00.000000000 AM,256872,5000,28-DEC-2014 12.00.00.000000000 AM,21307017,5000
ES1,C00259,IT0001101,25-DEC-2014 12.00.00.000000000 AM,256873,30,28-DEC-2014 12.00.00.000000000 AM,21307047,30
ES1,C00312,IT0001162,28-DEC-2014 12.00.00.000000000 AM,256874,16,29-DEC-2014 12.00.00.000000000 AM,21307055,8
ES1,C00312,IT0001088,28-DEC-2014 12.00.00.000000000 AM,256874,160,29-DEC-2014 12.00.00.000000000 AM,21307055,160
ES3,C00205,IT0001113,26-DEC-2014 12.00.00.000000000 AM,256875,216,28-DEC-2014 12.00.00.000000000 AM,21307044,144
ES3,C00205,IT0001113,26-DEC-2014 12.00.00.000000000 AM,256875,216,29-DEC-2014 12.00.00.000000000 AM,21307101,72
ES3,C00139,IT0001076,26-DEC-2014 12.00.00.000000000 AM,256876,345,28-DEC-2014 12.00.00.000000000 AM,21307043,345
ES3,C00139,IT0001088,26-DEC-2014 12.00.00.000000000 AM,256876,345,28-DEC-2014 12.00.00.000000000 AM,21307043,345
ES3,C00128,IT0001012,26-DEC-2014 12.00.00.000000000 AM,256877,250,26-DEC-2014 12.00.00.000000000 AM,21307015,250
ES3,C00128,IT0001076,26-DEC-2014 12.00.00.000000000 AM,256877,250,26-DEC-2014 12.00.00.000000000 AM,21307015,250
ES1,C00283,IT0001088,18-DEC-2014 12.00.00.000000000 AM,256824,160,21-DEC-2014 12.00.00.000000000 AM,21306871,160
ES3,C00128,IT0001076,18-DEC-2014 12.00.00.000000000 AM,256825,500,19-DEC-2014 12.00.00.000000000 AM,21306864,250
ES3,C00128,IT0001076,18-DEC-2014 12.00.00.000000000 AM,256825,500,22-DEC-2014 12.00.00.000000000 AM,21306941,250
ES3,C00128,IT0001088,18-DEC-2014 12.00.00.000000000 AM,256825,320,19-DEC-2014 12.00.00.000000000 AM,21306864,160
ES3,C00128,IT0001088,18-DEC-2014 12.00.00.000000000 AM,256825,320,23-DEC-2014 12.00.00.000000000 AM,21306941,160
ES1,C00102,IT0001012,19-DEC-2014 12.00.00.000000000 AM,256828,2500,22-DEC-2014 12.00.00.000000000 AM,21306910,1000
ES1,C00102,IT0001012,19-DEC-2014 12.00.00.000000000 AM,256828,2500,26-DEC-2014 12.00.00.000000000 AM,21307010,1000
ES1,C00102,IT0001020,19-DEC-2014 12.00.00.000000000 AM,256828,800,23-DEC-2014 12.00.00.000000000 AM,21306910,160
ES1,C00102,IT0001020,19-DEC-2014 12.00.00.000000000 AM,256828,800,28-DEC-2014 12.00.00.000000000 AM,21307010,160
ES1,C00102,IT0001088,19-DEC-2014 12.00.00.000000000 AM,256828,640,23-DEC-2014 12.00.00.000000000 AM,21306910,160
ES1,C00102,IT0001088,19-DEC-2014 12.00.00.000000000 AM,256828,640,28-DEC-2014 12.00.00.000000000 AM,21307010,160
ES1,C00102,IT0001130,19-DEC-2014 12.00.00.000000000 AM,256828,48,21-DEC-2014 12.00.00.000000000 AM,21306855,48
ES1,C00102,IT0001139,19-DEC-2014 12.00.00.000000000 AM,256828,32,21-DEC-2014 12.00.00.000000000 AM,21306855,32
ES3,C00139,IT0001088,18-DEC-2014 12.00.00.000000000 AM,256829,1489,21-DEC-2014 12.00.00.000000000 AM,21306865,529
ES3,C00139,IT0001088,18-DEC-2014 12.00.00.000000000 AM,256829,1489,24-DEC-2014 12.00.00.000000000 AM,21306943,640
ES1,C00311,IT0001012,18-DEC-2014 12.00.00.000000000 AM,256830,1250,26-DEC-2014 12.00.00.000000000 AM,21307023,500
ES1,C00311,IT0001076,18-DEC-2014 12.00.00.000000000 AM,256830,500,22-DEC-2014 12.00.00.000000000 AM,21306887,250
ES1,C00311,IT0001076,18-DEC-2014 12.00.00.000000000 AM,256830,500,26-DEC-2014 12.00.00.000000000 AM,21307023,250
ES3,C00196,IT0001012,19-DEC-2014 12.00.00.000000000 AM,256831,750,21-DEC-2014 12.00.00.000000000 AM,21306882,750
ES3,C00196,IT0001020,19-DEC-2014 12.00.00.000000000 AM,256831,160,21-DEC-2014 12.00.00.000000000 AM,21306882,160
ES1,C00126,IT0001130,21-DEC-2014 12.00.00.000000000 AM,256833,56,24-DEC-2014 12.00.00.000000000 AM,21306935,56
ES1,C00126,IT0001139,21-DEC-2014 12.00.00.000000000 AM,256833,56,24-DEC-2014 12.00.00.000000000 AM,21306935,56
ES3,C00335,IT0001012,21-DEC-2014 12.00.00.000000000 AM,256835,250,22-DEC-2014 12.00.00.000000000 AM,21306955,250
ES3,C00335,IT0001020,21-DEC-2014 12.00.00.000000000 AM,256835,320,22-DEC-2014 12.00.00.000000000 AM,21306955,320
ES3,C00128,IT0001088,21-DEC-2014 12.00.00.000000000 AM,256836,320,22-DEC-2014 12.00.00.000000000 AM,21306942,320
ES1,C00312,IT0001488,21-DEC-2014 12.00.00.000000000 AM,256838,10,29-DEC-2014 12.00.00.000000000 AM,21307054,10
ES1,C00259,IT0001076,21-DEC-2014 12.00.00.000000000 AM,256841,100,28-DEC-2014 12.00.00.000000000 AM,21307045,100
